"total","data__longitude","data__cone__asns","data__degree__providers","data__cone__prefixes","data__cone__addresses","data__degree__globals","data__degree__peers","data__degree__siblings","data__degree__customers","data__degree__transits","data__latitude","data__id","data__name","data__source","data__org__name","data__org__id","data__country","data__rank","data__clique","data__country_name"
"86622","-92.3312241433131","32759","","238712","795625728","5381","293","8","5088","5396","36.6367665181695","3356","LEVEL3","ARIN","Level 3 Parent, LLC","LPL-141-ARIN","US","1","true","United States"
"","-10.1798521440613","28902","","265611","895203584","2135","286","","1849","2134","59.9719858021065","1299","TELIANET","RIPE","Telia Company AB","ORG-TCA23-RIPE","EU","2","true","European Union"
"","-83.2940907486633","26664","","233340","908840704","5806","253","2","5553","5808","42.0543027573296","174","COGENT-174","ARIN","Cogent Communications","COGC-ARIN","US","3","true","United States"
"","-98.8232455443852","24578","","212139","657442048","2380","483","6","1897","2381","44.6569142112426","2914","NTT-COMMUNICATIONS-2914","ARIN","NTT America, Inc.","NTTAM-1-ARIN","US","4","true","United States"
"","-86.4313908306684","22113","","217160","537268480","1631","61","","1570","1633","43.9044405757361","3257","GTT-BACKBONE","RIPE","GTT Communications Inc.","ORG-GCI2-RIPE","DE","5","true","Germany"
"","-52.5005676436609","15131","","135280","287330304","482","61","","421","481","46.6409811965485","6762","SEABONE-NET","RIPE","TELECOM ITALIA SPARKLE S.p.A.","ORG-TIIO1-RIPE","IT","6","true","Italy"
"","-46.7406579890984","14688","","168477","565536512","822","87","1","735","822","58.1067397654425","6453","AS6453","ARIN","TATA COMMUNICATIONS (AMERICA) INC","TCA-51-ARIN","US","7","true","United States"
"","-111.704671203563","14527","5","127606","343764992","7453","6182","","1266","7449","42.0834408493001","6939","HURRICANE","ARIN","Hurricane Electric LLC","HURC-ARIN","US","8","true","United States"
"","-79.5393203084409","7961","","76030","141335296","1001","366","2","635","959","43.838374868597","3491","BTN-ASN","ARIN","PCCW Global, Inc.","BNA-42-ARIN","US","9","true","United States"
"","-68.5100122687789","6680","3","43206","50514176","2517","233","3","2281","2511","-0.509392146054628","3549","LVLT-3549","ARIN","Level 3 Parent, LLC","LPL-141-ARIN","US","10","false","United States"
"","22.3504135515244","6406","2","52364","159440384","336","91","","243","336","50.1258240139531","1273","CW","RIPE","Vodafone Group PLC","@aut-1273-RIPE","EU","11","false","European Union"
"","-88.0889988385023","6145","","39528","116280320","1746","173","9","1573","1746","44.2608769801714","6461","ZAYO-6461","ARIN","Zayo Bandwidth","ZAYOB-ARIN","US","12","true","United States"
"","16.6655758053398","5703","2","29296","32415488","1391","599","1","790","1386","55.586908505855","9002","RETN-AS","RIPE","RETN Limited","ORG-RL19-RIPE","UA","13","false","Ukraine"
"","-98.6548046247127","4588","","46986","238915072","1917","71","6","1846","1909","39.0487773503305","209","CENTURYLINK-US-LEGACY-QWEST","ARIN","Qwest Communications Company, LLC","QCC-18-ARIN","US","14","true","United States"
"","-65.6396263703156","4253","","36064","123077120","307","127","","180","304","41.2298710279307","12956","Telefonica","RIPE","Telefonica International Wholesale Services, SL","ORG-TDC1-RIPE","ES","15","true","Spain"
"","9.48486003215156","3853","","22201","163589376","613","63","1","550","612","50.6620883349539","3320","DTAG","RIPE","Deutsche Telekom AG","ORG-DTA2-RIPE","DE","16","true","Germany"
"","105.416556183278","3693","4","49646","62226944","593","402","1","187","592","4.966323278907","7473","SINGTEL-AS-AP","APNIC","Singapore Telecommunications Ltd","ORG-STIE1-AP-APNIC","SG","17","false","Singapore"
"","62.7814939459567","3551","9","19539","29306880","1092","204","71","879","1088","57.5310510687968","12389","ROSTELECOM-AS","RIPE","PJSC Rostelecom","ORG-JR8-RIPE","RU","18","false","Russia"
"","-95.0312879439791","3059","","23123","239747072","2413","47","3","2366","2245","36.6229502288433","7018","ATT-INTERNET4","ARIN","AT&T Services, Inc.","ATTW-Z-ARIN","US","19","true","United States"
"","58.8413669297299","3006","5","15245","17462016","1361","717","15","639","1361","59.7685257055262","20485","TRANSTELECOM","RIPE","Closed Joint Stock Company TransTeleCom","ORG-CJSC19-RIPE","RU","20","false","Russia"
"","126.422687743168","2774","6","36906","103088384","710","260","1","444","706","-0.106261651875132","4637","ASN-TELSTRA-GLOBAL","APNIC","Telstra Global - Customer AS Number","ORG-TIL3-AP-APNIC","SG","21","false","Singapore"
"","-89.9870292434098","2650","4","21387","115467776","222","108","32","110","221","40.6545412450446","7922","COMCAST-7922","ARIN","Comcast Cable Communications, LLC","CCCS-ARIN","US","22","false","United States"
"","-80.5540185532485","2510","","25749","206680320","1207","31","24","1176","1176","39.9399791427493","701","UUNET","ARIN","MCI Communications Services, Inc. d/b/a Verizon Business","MCICS-ARIN","US","23","true","United States"
"","42.04413072388","2431","4","12155","15160320","957","212","22","741","957","54.5995565181342","3216","SOVAM-AS","RIPE","PJSC ""Vimpelcom""","ORG-ES15-RIPE","RU","24","false","Russia"
"","-94.043821926106","2289","","15968","78426880","992","59","7","933","991","39.4403604228546","2828","XO-AS15","ARIN","MCI Communications Services, Inc. d/b/a Verizon Business","MCICS-ARIN","US","25","true","United States"
"","46.5353405258684","2099","7","10177","12564480","1315","791","15","517","1314","54.7981089337342","31133","MF-MGSM-AS","RIPE","PJSC MegaFon","ORG-OM1-RIPE","RU","26","false","Russia"
"","32.9149403374156","2083","4","8673","13280768","1755","1485","","266","1536","58.0335841844882","20764","RASCOM-AS","RIPE","CJSC RASCOM","ORG-CR2-RIPE","RU","27","false","Russia"
"","-53.7736704900444","2068","","21096","103282432","221","55","6","166","218","50.547036245005","5511","Opentransit","RIPE","Orange S.A.","ORG-FT2-RIPE","EU","28","true","European Union"
"","4.94746919263084","2052","","12362","47245056","366","197","3","169","285","52.3400050970237","286","KPN","RIPE","KPN B.V.","ORG-KOVN1-RIPE","NL","29","true","Netherlands"
"","-42.9035836494613","1983","11","15102","58077696","238","82","","145","235","-17.4836493963507","7738","","LACNIC","Telemar Norte Leste S.A.","@aut-7738-LACNIC","BR","30","false","Brazil"
"","76.8270139481818","1965","11","26989","29646080","1070","150","3","909","1069","23.8044932241728","9498","BBIL-AP","APNIC","BHARTI Airtel Ltd.","ORG-BAL1-AP-APNIC","IN","31","false","India"
"","12.0883862846202","1818","","11601","44304128","823","195","1","628","807","50.1480089391852","6830","LGI-UPC","RIPE","Liberty Global Operations B.V.","ORG-UNB2-RIPE","AT","32","true","Austria"
"","-85.8854898377987","1799","","23236","177013504","417","52","4","365","397","38.8880639044135","1239","SPRINTLINK","ARIN","Sprint","SPRN-ARIN","US","33","true","United States"
"","33.1536099836003","1696","8","17719","32188160","296","215","1","73","294","51.8189863616555","15412","FLAG-AS","RIPE","Reliance Globalcom Limited","ORG-FT3-RIPE","GB","34","false","United Kingdom"
"","38.0868268052903","1573","2","6061","9433856","594","238","56","354","593","56.2419258314086","8359","MTS","RIPE","MTS PJSC","ORG-ZM1-RIPE","RU","35","false","Russia"
"","-46.8741547541136","1499","4","6748","5311232","789","336","1","449","766","-21.4446982039293","16735","","LACNIC","ALGAR TELECOM S/A","@family-32437","BR","36","false","Brazil"
"","145.177901781325","1403","2","4222","19484416","371","27","1","342","363","-33.7950167105876","1221","ASN-TELSTRA","APNIC","Telstra Managed Network Services","ORG-TC6-AP-APNIC","AU","37","false","Australia"
"","-47.0849605438921","1298","1","7456","22990848","358","13","1","344","358","-22.9750237517245","10429","","LACNIC","Telefonica Data S.A.","@family-63593","BR","38","false","Brazil"
"","2.86900999999163","1116","6","6647","24515072","398","20","2","372","393","51.5273964632108","8928","INTEROUTE","RIPE","Interoute Communications Limited","ORG-ICL2-RIPE","CH","39","false","Switzerland"
"","37.9317426089509","1094","7","5766","7342848","1206","1064","","135","823","55.53648102755","28917","Fiord-AS","RIPE","LLC ""TRC FIORD""","ORG-JF1-RIPE","RU","40","false","Russia"
"","-43.959002882131","1079","8","8757","7225088","309","113","","188","308","-22.0986822801562","262589","","LACNIC","INTERNEXA Brasil Operadora de TelecomunicaÃ§Ãµes S.A","@aut-262589-LACNIC","BR","41","false","Brazil"
"","76.8299470871753","1035","4","18719","14267904","628","9","3","615","623","19.2183295746559","4755","TATACOMM-AS","APNIC","Tata Communications","ORG-TCL6-AP-APNIC","IN","42","false","India"
"","-70.7245457554616","993","7","4685","3883264","1300","1245","","48","1300","8.60627273878268","52320","","LACNIC","GlobeNet Cabos Submarinos Colombia, S.A.S.","@aut-52320-LACNIC","CO","43","false","Colombia"
"","144.884229024438","974","7","6014","7154176","1297","612","14","678","1294","-34.8022887378926","4826","VOCUS-BACKBONE-AS","APNIC","Vocus Communications","ORG-VPL1-AP-APNIC","AU","44","false","Australia"
"","8.42830510228149","940","4","4257","10200064","1230","1093","","133","1230","50.6505594503127","33891","CORE-BACKBONE","RIPE","Core-Backbone GmbH","ORG-IICG1-RIPE","DE","45","false","Germany"
"","113.46103985458","936","6","35213","303373824","162","79","","77","159","32.1005551049149","4134","CHINANET-BACKBONE","APNIC","No.31,Jin-rong Street","@family-39133","CN","46","false","China"
"","-86.6331227560233","906","2","9497","135092992","123","29","","92","122","39.3596194943835","11537","ABILENE","ARIN","Internet2","INTER-395-ARIN","US","47","false","United States"
"","4.13039088120575","899","4","3173","7440896","2493","1743","2","746","2493","48.5425354753276","8220","COLT","RIPE","COLT Technology Services Group Limited","ORG-CI9-RIPE","FR","48","false","France"
"","-51.2879526269525","875","6","11927","6659584","231","20","","205","221","-22.2797213834456","8167","","LACNIC","Brasil Telecom S/A - Filial Distrito Federal","@aut-8167-LACNIC","BR","49","false","Brazil"
"","35.9541238781573","869","8","3509","3757568","256","72","5","176","255","56.6547958117086","29076","CITYTELECOM-AS","RIPE","Filanco, ltd.","ORG-FL14-RIPE","RU","50","false","Russia"
"","-86.2737907582993","866","5","5123","45273600","54","24","11","25","53","41.016609478467","7843","TWCABLE-BACKBONE","ARIN","Time Warner Cable Internet LLC","RRMA-ARIN","US","51","false","United States"
"","-83.7194","763","2","4654","64615680","126","70","","54","126","42.2409","11164","INTERNET2-TRANSITRAIL-CPS","ARIN","Internet2","INTER-395-ARIN","US","52","false","United States"
"","127.195016572095","749","6","12952","62098176","594","146","3","442","593","37.2542706882863","4766","KIXS-AS-KR","APNIC","Korea Telecom","@family-39035","KR","53","false","South Korea"
"","138.486793886622","747","6","8030","80105472","329","121","","202","327","35.7657459074344","2516","KDDI","JPNIC","KDDI CORPORATION","@family-59243","JP","54","false","Japan"
"","35.930057025611","730","3","4574","15537920","564","503","","58","538","21.5634686831317","41095","IPTP","RIPE","IPTP LTD","ORG-IL238-RIPE","NL","55","false","Netherlands"
"","113.373215311906","704","19","8521","8450048","377","145","","213","371","33.9196641753789","4809","CHINATELECOM-CORE-WAN-CN2","APNIC","China Telecom Next Generation Carrier Network","@aut-4809-APNIC","CN","56","false","China"
"","-8.7404853320985","683","5","10913","101148672","1023","822","","196","1016","49.6316330734506","43531","IXREACH","RIPE","IX Reach Ltd","ORG-IRL5-RIPE","GB","57","false","United Kingdom"
"","17.7729469537466","672","3","1960","5202176","591","132","3","456","592","49.9384506187461","5588","GTSCE","RIPE","T-Mobile Czech Republic a.s.","ORG-RA2-RIPE","CZ","58","false","Czechia"
"","149.000639065443","654","3","5100","15915776","310","18","9","289","309","-34.7494389192309","7474","OPTUSCOM-AS01-AU","APNIC","Optus Vision","ORG-SOPL2-AP-APNIC","AU","59","false","Australia"
"","-45.7050680668391","647","3","3670","5857024","603","330","2","270","596","-20.1857259270918","18881","","LACNIC","TELEFÃNICA BRASIL S.A","@family-52504","BR","60","false","Brazil"
"","-0.11030069353468","641","","6388","80511744","70","10","2","60","70","52.2235444014649","20965","GEANT","RIPE","GEANT Limited","ORG-DLCU1-RIPE","EU","61","false","European Union"
